ID;Name;Description
34621;TCompass_Dark Defense_011;Dark Defense 495
34622;TCompass_Dark Defense_012;Dark Defense 540
34623;TCompass_Dark Defense_013;Dark Defense 585
34624;TCompass_Dark Defense_014;Dark Defense 630
34625;TCompass_Dark Defense_015;Dark Defense 675
34626;TCompass_Dark Defense_016;Dark Defense 720
34627;TCompass_Dark Defense_017;Dark Defense 765
34628;TCompass_Dark Defense_018;Dark Defense 810
34629;TCompass_Dark Defense_019;Dark Defense 855
34630;TCompass_Dark Defense_020;Dark Defense 900
34631;TCompass_Dark Defense_021;Dark Defense 945
34632;TCompass_Dark Defense_022;Dark Defense 990
34633;TCompass_Dark Defense_023;Dark Defense 1035
34634;TCompass_Dark Defense_024;Dark Defense 1080
34635;TCompass_Dark Defense_025;Dark Defense 1125
34636;TCompass_Dark Defense_026;Dark Defense 1170
34637;TCompass_Dark Defense_027;Dark Defense 1215
34665;TCompass_Dark ATK_001;Dark Attack 45
34666;TCompass_Dark ATK_002;Dark Attack 90
34667;TCompass_Dark ATK_003;Dark Attack 135
34668;TCompass_Dark ATK_004;Dark Attack 180
34669;TCompass_Dark ATK_005;Dark Attack 225
34670;TCompass_Dark ATK_006;Dark Attack 270
34671;TCompass_Dark ATK_007;Dark Attack 315
34672;TCompass_Dark ATK_008;Dark Attack 360
34673;TCompass_Dark ATK_009;Dark Attack 405
34674;TCompass_Dark ATK_010;Dark Attack 450
34675;TCompass_Dark ATK_011;Dark Attack 495
34676;TCompass_Dark ATK_012;Dark Attack 540
34677;TCompass_Dark ATK_013;Dark Attack 585
34678;TCompass_Dark ATK_014;Dark Attack 630
34679;TCompass_Dark ATK_015;Dark Attack 675
34680;TCompass_Dark ATK_016;Dark Attack 720
34681;TCompass_Dark ATK_017;Dark Attack 765
34682;TCompass_Dark ATK_018;Dark Attack 810
34683;TCompass_Dark ATK_019;Dark Attack 855
34684;TCompass_Dark ATK_020;Dark Attack 900
34685;TCompass_Dark ATK_021;Dark Attack 945
34686;TCompass_Dark ATK_022;Dark Attack 990
34687;TCompass_Dark ATK_023;Dark Attack 1035
34688;TCompass_Dark ATK_024;Dark Attack 1080
34689;TCompass_Dark ATK_025;Dark Attack 1125
34690;TCompass_Dark ATK_026;Dark Attack 1170
34691;TCompass_Dark ATK_027;Dark Attack 1215
34719;TCompass_Fire Defense_001;Fire Defense 45
34720;TCompass_Fire Defense_002;Fire Defense 90
34721;TCompass_Fire Defense_003;Fire Defense 135
34722;TCompass_Fire Defense_004;Fire Defense 180
34723;TCompass_Fire Defense_005;Fire Defense 225
34724;TCompass_Fire Defense_006;Fire Defense 270
34725;TCompass_Fire Defense_007;Fire Defense 315
34726;TCompass_Fire Defense_008;Fire Defense 360
34727;TCompass_Fire Defense_009;Fire Defense 405
34728;TCompass_Fire Defense_010;Fire Defense 450
34729;TCompass_Fire Defense_011;Fire Defense 495
34730;TCompass_Fire Defense_012;Fire Defense 540
34731;TCompass_Fire Defense_013;Fire Defense 585
34732;TCompass_Fire Defense_014;Fire Defense 630
34733;TCompass_Fire Defense_015;Fire Defense 675
34734;TCompass_Fire Defense_016;Fire Defense 720
34735;TCompass_Fire Defense_017;Fire Defense 765
34736;TCompass_Fire Defense_018;Fire Defense 810
34737;TCompass_Fire Defense_019;Fire Defense 855
34738;TCompass_Fire Defense_020;Fire Defense 900
34739;TCompass_Fire Defense_021;Fire Defense 945
34740;TCompass_Fire Defense_022;Fire Defense 990
34741;TCompass_Fire Defense_023;Fire Defense 1035
34742;TCompass_Fire Defense_024;Fire Defense 1080
34743;TCompass_Fire Defense_025;Fire Defense 1125
34744;TCompass_Fire Defense_026;Fire Defense 1170
34745;TCompass_Fire Defense_027;Fire Defense 1215
34773;TCompass_Fire Attack_001;Fire Attack 45
34774;TCompass_Fire Attack_002;Fire Attack 90
34775;TCompass_Fire Attack_003;Fire Attack 135
34776;TCompass_Fire Attack_004;Fire Attack 180
34777;TCompass_Fire Attack_005;Fire Attack 225
34778;TCompass_Fire Attack_006;Fire Attack 270
34779;TCompass_Fire Attack_007;Fire Attack 315
34780;TCompass_Fire Attack_008;Fire Attack 360
34781;TCompass_Fire Attack_009;Fire Attack 405
34782;TCompass_Fire Attack_010;Fire Attack 450
34783;TCompass_Fire Attack_011;Fire Attack 495
34784;TCompass_Fire Attack_012;Fire Attack 540
34785;TCompass_Fire Attack_013;Fire Attack 585
34786;TCompass_Fire Attack_014;Fire Attack 630
34787;TCompass_Fire Attack_015;Fire Attack 675
34788;TCompass_Fire Attack_016;Fire Attack 720
34789;TCompass_Fire Attack_017;Fire Attack 765
34790;TCompass_Fire Attack_018;Fire Attack 810
34791;TCompass_Fire Attack_019;Fire Attack 855
34792;TCompass_Fire Attack_020;Fire Attack 900
34793;TCompass_Fire Attack_021;Fire Attack 945
34794;TCompass_Fire Attack_022;Fire Attack 990
34795;TCompass_Fire Attack_023;Fire Attack 1035
34796;TCompass_Fire Attack_024;Fire Attack 1080
34797;TCompass_Fire Attack_025;Fire Attack 1125
34798;TCompass_Fire Attack_026;Fire Attack 1170
34799;TCompass_Fire Attack_027;Fire Attack 1215
35016;TCompass_Crit Heal Chance_001;Crit Heal Chance 1%
35017;TCompass_Crit Heal Chance_002;Crit Heal Chance 1%
35018;TCompass_Crit Heal Chance_003;Crit Heal Chance 1%
35019;TCompass_Crit Heal Chance_004;Crit Heal Chance 1%
35020;TCompass_Crit Heal Chance_005;Crit Heal Chance 1%
35021;TCompass_Crit Heal Chance_006;Crit Heal Chance 2%
35022;TCompass_Crit Heal Chance_007;Crit Heal Chance 2%
35023;TCompass_Crit Heal Chance_008;Crit Heal Chance 2%
35024;TCompass_Crit Heal Chance_009;Crit Heal Chance 2%
35025;TCompass_Crit Heal Chance_010;Crit Heal Chance 3%
35026;TCompass_Crit Heal Chance_011;Crit Heal Chance 3%
35027;TCompass_Crit Heal Chance_012;Crit Heal Chance 3%
35028;TCompass_Crit Heal Chance_013;Crit Heal Chance 3%
35029;TCompass_Crit Heal Chance_014;Crit Heal Chance 4%
35030;TCompass_Crit Heal Chance_015;Crit Heal Chance 4%
35031;TCompass_Crit Heal Chance_016;Crit Heal Chance 4%
35032;TCompass_Crit Heal Chance_017;Crit Heal Chance 4%
35033;TCompass_Crit Heal Chance_018;Crit Heal Chance 5%
35034;TCompass_Crit Heal Chance_019;Crit Heal Chance 5%
35035;TCompass_Crit Heal Chance_020;Crit Heal Chance 5%
35036;TCompass_Crit Heal Chance_021;Crit Heal Chance 5%
35037;TCompass_Crit Heal Chance_022;Crit Heal Chance 6%
35038;TCompass_Crit Heal Chance_023;Crit Heal Chance 6%
35039;TCompass_Crit Heal Chance_024;Crit Heal Chance 6%
35040;TCompass_Crit Heal Chance_025;Crit Heal Chance 6%
35041;TCompass_Crit Heal Chance_026;Crit Heal Chance 7%
35042;TCompass_Crit Heal Chance_027;Crit Heal Chance 7%
34935;TCompass_Crit Dodge_001;Crit Dodge 1%
34936;TCompass_Crit Dodge_002;Crit Dodge 1%
34937;TCompass_Crit Dodge_003;Crit Dodge 1%
34938;TCompass_Crit Dodge_004;Crit Dodge 1%
34939;TCompass_Crit Dodge_005;Crit Dodge 1%
34940;TCompass_Crit Dodge_006;Crit Dodge 2%
34941;TCompass_Crit Dodge_007;Crit Dodge 2%
34942;TCompass_Crit Dodge_008;Crit Dodge 2%
34943;TCompass_Crit Dodge_009;Crit Dodge 2%
34944;TCompass_Crit Dodge_010;Crit Dodge 3%
34945;TCompass_Crit Dodge_011;Crit Dodge 3%
34946;TCompass_Crit Dodge_012;Crit Dodge 3%
34947;TCompass_Crit Dodge_013;Crit Dodge 3%
34948;TCompass_Crit Dodge_014;Crit Dodge 4%
34949;TCompass_Crit Dodge_015;Crit Dodge 4%
34950;TCompass_Crit Dodge_016;Crit Dodge 4%
34951;TCompass_Crit Dodge_017;Crit Dodge 4%
34952;TCompass_Crit Dodge_018;Crit Dodge 5%
34953;TCompass_Crit Dodge_019;Crit Dodge 5%
34954;TCompass_Crit Dodge_020;Crit Dodge 5%
34955;TCompass_Crit Dodge_021;Crit Dodge 5%
34956;TCompass_Crit Dodge_022;Crit Dodge 6%
34957;TCompass_Crit Dodge_023;Crit Dodge 6%
34958;TCompass_Crit Dodge_024;Crit Dodge 6%
34959;TCompass_Crit Dodge_025;Crit Dodge 6%
34960;TCompass_Crit Dodge_026;Crit Dodge 7%
34961;TCompass_Crit Dodge_027;Crit Dodge 7%
34989;TCompass_Crit Defense_001;Crit Defense 1%
34990;TCompass_Crit Defense_002;Crit Defense 2%
34991;TCompass_Crit Defense_003;Crit Defense 2%
34992;TCompass_Crit Defense_004;Crit Defense 3%
34993;TCompass_Crit Defense_005;Crit Defense 4%
34994;TCompass_Crit Defense_006;Crit Defense 5%
34995;TCompass_Crit Defense_007;Crit Defense 5%
34996;TCompass_Crit Defense_008;Crit Defense 6%
34997;TCompass_Crit Defense_009;Crit Defense 7%
34998;TCompass_Crit Defense_010;Crit Defense 8%
34999;TCompass_Crit Defense_011;Crit Defense 8%
35000;TCompass_Crit Defense_012;Crit Defense 9%
35001;TCompass_Crit Defense_013;Crit Defense 10%
35002;TCompass_Crit Defense_014;Crit Defense 11%
35003;TCompass_Crit Defense_015;Crit Defense 11%
35004;TCompass_Crit Defense_016;Crit Defense 12%
35005;TCompass_Crit Defense_017;Crit Defense 13%
35006;TCompass_Crit Defense_018;Crit Defense 14%
35007;TCompass_Crit Defense_019;Crit Defense 14%
35008;TCompass_Crit Defense_020;Crit Defense 15%
35009;TCompass_Crit Defense_021;Crit Defense 16%
35010;TCompass_Crit Defense_022;Crit Defense 17%
35011;TCompass_Crit Defense_023;Crit Defense 17%
35012;TCompass_Crit Defense_024;Crit Defense 18%
35013;TCompass_Crit Defense_025;Crit Defense 19%
35014;TCompass_Crit Defense_026;Crit Defense 20%
35015;TCompass_Crit Defense_027;Crit Defense 20%
35070;TCompass_Mana_001;Mana 300
35071;TCompass_Mana_002;Mana 600
35072;TCompass_Mana_003;Mana 900
35073;TCompass_Mana_004;Mana 1200
35074;TCompass_Mana_005;Mana 1500
35075;TCompass_Mana_006;Mana 1800
35076;TCompass_Mana_007;Mana 2100
35077;TCompass_Mana_008;Mana 2400
35078;TCompass_Mana_009;Mana 2700
35079;TCompass_Mana_010;Mana 3000
35080;TCompass_Mana_011;Mana 3300
35081;TCompass_Mana_012;Mana 3600
35082;TCompass_Mana_013;Mana 3900
35083;TCompass_Mana_014;Mana 4200
35084;TCompass_Mana_015;Mana 4500
35085;TCompass_Mana_016;Mana 4800
35086;TCompass_Mana_017;Mana 5100
35087;TCompass_Mana_018;Mana 5400
35088;TCompass_Mana_019;Mana 5700
35089;TCompass_Mana_020;Mana 6000
35090;TCompass_Mana_021;Mana 6300
35091;TCompass_Mana_022;Mana 6600
35092;TCompass_Mana_023;Mana 6900
35093;TCompass_Mana_024;Mana 7200
35094;TCompass_Mana_025;Mana 7500
35095;TCompass_Mana_026;Mana 7800
35096;TCompass_Mana_027;Mana 8100
35043;TCompass_Health_001;Health 450
35044;TCompass_Health_002;Health 900
35045;TCompass_Health_003;Health 1350
35046;TCompass_Health_004;Health 1800
35047;TCompass_Health_005;Health 2250
35048;TCompass_Health_006;Health 2700
35049;TCompass_Health_007;Health 3150
35050;TCompass_Health_008;Health 3600
35051;TCompass_Health_009;Health 4050
35052;TCompass_Health_010;Health 4500
35053;TCompass_Health_011;Health 4950
35054;TCompass_Health_012;Health 5400
35055;TCompass_Health_013;Health 5850
35056;TCompass_Health_014;Health 6300
35057;TCompass_Health_015;Health 6750
35058;TCompass_Health_016;Health 7200
35059;TCompass_Health_017;Health 7650
35060;TCompass_Health_018;Health 8100
35061;TCompass_Health_019;Health 8550
35062;TCompass_Health_020;Health 9000
35063;TCompass_Health_021;Health 9450
35064;TCompass_Health_022;Health 9900
35065;TCompass_Health_023;Health 9000
35066;TCompass_Health_024;Health 9000
35067;TCompass_Health_025;Health 9450
35068;TCompass_Health_026;Health 9450
35069;TCompass_Health_027;Health 9900
34854;TCompass_Water Defense_001;Water Defense 45
34855;TCompass_Water Defense_002;Water Defense 90
34856;TCompass_Water Defense_003;Water Defense 135
34857;TCompass_Water Defense_004;Water Defense 180
34858;TCompass_Water Defense_005;Water Defense 225
34859;TCompass_Water Defense_006;Water Defense 270
34860;TCompass_Water Defense_007;Water Defense 315
34861;TCompass_Water Defense_008;Water Defense 360
34862;TCompass_Water Defense_009;Water Defense 405
34863;TCompass_Water Defense_010;Water Defense 450
34864;TCompass_Water Defense_011;Water Defense 495
34865;TCompass_Water Defense_012;Water Defense 540
34866;TCompass_Water Defense_013;Water Defense 585
34867;TCompass_Water Defense_014;Water Defense 630
34868;TCompass_Water Defense_015;Water Defense 675
34869;TCompass_Water Defense_016;Water Defense 720
34870;TCompass_Water Defense_017;Water Defense 765
34871;TCompass_Water Defense_018;Water Defense 810
34872;TCompass_Water Defense_019;Water Defense 855
34873;TCompass_Water Defense_020;Water Defense 900
34874;TCompass_Water Defense_021;Water Defense 945
34875;TCompass_Water Defense_022;Water Defense 990
34876;TCompass_Water Defense_023;Water Defense 1035
34877;TCompass_Water Defense_024;Water Defense 1080
34878;TCompass_Water Defense_025;Water Defense 1125
34879;TCompass_Water Defense_026;Water Defense 1170
34880;TCompass_Water Defense_027;Water Defense 1215
34557;TCompass_Water Attack_001;Water Attack 45
34558;TCompass_Water Attack_002;Water Attack 90
34559;TCompass_Water Attack_003;Water Attack 135
34560;TCompass_Water Attack_004;Water Attack 180
34561;TCompass_Water Attack_005;Water Attack 225
34562;TCompass_Water Attack_006;Water Attack 270
34563;TCompass_Water Attack_007;Water Attack 315
34564;TCompass_Water Attack_008;Water Attack 360
34565;TCompass_Water Attack_009;Water Attack 405
34566;TCompass_Water Attack_010;Water Attack 450
34567;TCompass_Water Attack_011;Water Attack 495
34568;TCompass_Water Attack_012;Water Attack 540
34569;TCompass_Water Attack_013;Water Attack 585
34570;TCompass_Water Attack_014;Water Attack 630
34571;TCompass_Water Attack_015;Water Attack 675
34572;TCompass_Water Attack_016;Water Attack 720
34573;TCompass_Water Attack_017;Water Attack 765
34574;TCompass_Water Attack_018;Water Attack 810
34575;TCompass_Water Attack_019;Water Attack 855
34576;TCompass_Water Attack_020;Water Attack 900
34577;TCompass_Water Attack_021;Water Attack 945
34578;TCompass_Water Attack_022;Water Attack 990
34579;TCompass_Water Attack_023;Water Attack 1035
34580;TCompass_Water Attack_024;Water Attack 1080
34581;TCompass_Water Attack_025;Water Attack 1125
34582;TCompass_Water Attack_026;Water Attack 1170
34583;TCompass_Water Attack_027;Water Attack 1215
34692;TCompass_Physical Defense_001;Physical Defense 45
34693;TCompass_Physical Defense_002;Physical Defense 90
34694;TCompass_Physical Defense_003;Physical Defense 135
34695;TCompass_Physical Defense_004;Physical Defense 180
34696;TCompass_Physical Defense_005;Physical Defense 225
34697;TCompass_Physical Defense_006;Physical Defense 270
34698;TCompass_Physical Defense_007;Physical Defense 315
34699;TCompass_Physical Defense_008;Physical Defense 360
34700;TCompass_Physical Defense_009;Physical Defense 405
34701;TCompass_Physical Defense_010;Physical Defense 450
34702;TCompass_Physical Defense_011;Physical Defense 495
34703;TCompass_Physical Defense_012;Physical Defense 540
34704;TCompass_Physical Defense_013;Physical Defense 585
34705;TCompass_Physical Defense_014;Physical Defense 630
34706;TCompass_Physical Defense_015;Physical Defense 675
34707;TCompass_Physical Defense_016;Physical Defense 720
34708;TCompass_Physical Defense_017;Physical Defense 765
34709;TCompass_Physical Defense_018;Physical Defense 810
34710;TCompass_Physical Defense_019;Physical Defense 855
34711;TCompass_Physical Defense_020;Physical Defense 900
34712;TCompass_Physical Defense_021;Physical Defense 945
34713;TCompass_Physical Defense_022;Physical Defense 990
34714;TCompass_Physical Defense_023;Physical Defense 1035
34715;TCompass_Physical Defense_024;Physical Defense 1080
34716;TCompass_Physical Defense_025;Physical Defense 1125
34717;TCompass_Physical Defense_026;Physical Defense 1170
34718;TCompass_Physical Defense_027;Physical Defense 1215
34503;TCompass_Physical Attack_001;Physical Attack 45
34504;TCompass_Physical Attack_002;Physical Attack 90
34505;TCompass_Physical Attack_003;Physical Attack 135
34506;TCompass_Physical Attack_004;Physical Attack 180
34507;TCompass_Physical Attack_005;Physical Attack 225
34508;TCompass_Physical Attack_006;Physical Attack 270
34509;TCompass_Physical Attack_007;Physical Attack 315
34510;TCompass_Physical Attack_008;Physical Attack 360
34511;TCompass_Physical Attack_009;Physical Attack 405
34512;TCompass_Physical Attack_010;Physical Attack 450
34513;TCompass_Physical Attack_011;Physical Attack 495
34514;TCompass_Physical Attack_012;Physical Attack 540
34515;TCompass_Physical Attack_013;Physical Attack 585
34516;TCompass_Physical Attack_014;Physical Attack 630
34517;TCompass_Physical Attack_015;Physical Attack 675
34518;TCompass_Physical Attack_016;Physical Attack 720
34519;TCompass_Physical Attack_017;Physical Attack 765
34520;TCompass_Physical Attack_018;Physical Attack 810
34521;TCompass_Physical Attack_019;Physical Attack 855
34522;TCompass_Physical Attack_020;Physical Attack 900
34523;TCompass_Physical Attack_021;Physical Attack 945
34524;TCompass_Physical Attack_022;Physical Attack 990
34525;TCompass_Physical Attack_023;Physical Attack 1035
34526;TCompass_Physical Attack_024;Physical Attack 1080
34527;TCompass_Physical Attack_025;Physical Attack 1125
34528;TCompass_Physical Attack_026;Physical Attack 1170
34529;TCompass_Physical Attack_027;Physical Attack 1215
34746;TCompass_Healing Effect_001;Healing Effect 34
34747;TCompass_Healing Effect_002;Healing Effect 69
34748;TCompass_Healing Effect_003;Healing Effect 103
34749;TCompass_Healing Effect_004;Healing Effect 138
34750;TCompass_Healing Effect_005;Healing Effect 172
34751;TCompass_Healing Effect_006;Healing Effect 206
34752;TCompass_Healing Effect_007;Healing Effect 241
34753;TCompass_Healing Effect_008;Healing Effect 275
34754;TCompass_Healing Effect_009;Healing Effect 310
34755;TCompass_Healing Effect_010;Healing Effect 344
34756;TCompass_Healing Effect_011;Healing Effect 378
34757;TCompass_Healing Effect_012;Healing Effect 413
34758;TCompass_Healing Effect_013;Healing Effect 447
34759;TCompass_Healing Effect_014;Healing Effect 482
34760;TCompass_Healing Effect_015;Healing Effect 516
34761;TCompass_Healing Effect_016;Healing Effect 550
34762;TCompass_Healing Effect_017;Healing Effect 585
34763;TCompass_Healing Effect_018;Healing Effect 619
34764;TCompass_Healing Effect_019;Healing Effect 654
34765;TCompass_Healing Effect_020;Healing Effect 688
34766;TCompass_Healing Effect_021;Healing Effect 722
34767;TCompass_Healing Effect_022;Healing Effect 757
34768;TCompass_Healing Effect_023;Healing Effect 791
34769;TCompass_Healing Effect_024;Healing Effect 826
34770;TCompass_Healing Effect_025;Healing Effect 860
34771;TCompass_Healing Effect_026;Healing Effect 894
34772;TCompass_Healing Effect_027;Healing Effect 929
40928;Ad. Rune Prop.-Generic White 80;+ Wrath Power: increases the Wrath that a player absorbs by 80%
27408;n/a废弃_曾经正式F生成过_为了不出错;+ Challenge Raider Bloodbrawl Talent [Combat Skill] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26497;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Ballistic] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26498;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Shadehowl] Lv1 Additional Attributes Rarity: ★★★★☆
26499;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Crimson Vortex] Lv1 Additional Attributes Rarity: ★★★☆☆
26500;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Hostility] Lv1 Additional Attributes Rarity: ★★★★★
26501;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Tempest of Blades] Lv1 Additional Attributes Rarity: ★★★★★
26502;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Windthorn] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26503;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Gale Rip] Lv1 Additional Attributes Rarity: ★★☆☆☆
26504;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Wind Dancer] Lv1 Additional Attributes Rarity: ★★★☆☆
26505;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Zephyr] Lv1 Additional Attributes Rarity: ★★★★☆
26506;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Blocking Skill] Lv1 Additional Attributes Rarity: ★★★☆☆
26507;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Cursed Touch] Lv1 Additional Attributes Rarity: ★★★★★
26508;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Life Swap] Lv1 Additional Attributes Rarity: ★★★★★
26509;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Melee Chill] Lv1 Additional Attributes Rarity: ★★★★★
26510;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Wind Strider] Lv1 Additional Attributes Rarity: ★★★★☆
26511;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Shadow Miasma] Lv1 Additional Attributes Rarity: ★★★☆☆
26512;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Cyclone] Lv1 Additional Attributes Rarity: ★★★☆☆
26513;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Blood Frenzy] Lv1 Additional Attributes Rarity: ★★★★☆
26514;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Plunderer] Lv1 Additional Attributes Rarity: ★★★☆☆
26515;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Blood Mail] Lv1 Additional Attributes Rarity: ★★★★★
26516;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Rending Gale] Lv1 Additional Attributes Rarity: ★★★☆☆
26517;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Epitome] Lv1 Additional Attributes Rarity: ★★★☆☆
26518;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Bloodbrawl Fury] Lv1 Additional Attributes Rarity: ★★★★☆
26519;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Bloodboil] Lv1 Additional Attributes Rarity: ★★★☆☆
26520;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Blood Consume] Lv1 Additional Attributes Rarity: ★★☆☆☆
26521;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Blood Blast] Lv1 Additional Attributes Rarity: ★★★★☆
26522;Blood Raider Normal Rune;+ Reaper Bloodbrawl Talent [Blood Puring] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26523;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Sanguine Armor] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26524;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Blood Surge] Lv1 Additional Attributes Rarity: ★★★☆☆
26525;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Dark Void] Lv1 Additional Attributes Rarity: ★★★★★
26526;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Shadewrath] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26527;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Shadowtouch] Lv1 Additional Attributes Rarity: ★★★☆☆
26528;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [Hardskin] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26529;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [Damage Increase] Lv1 Additional Attributes Rarity: ★★☆☆☆
26530;Blood Raider Normal Rune;+ Challenge Raider Bloodbrawl Talent [Combat Skill] Lv1 Additional Attributes Rarity: ★☆☆☆☆
27411;Blood Raider Normal Rune;+ Reaper Shadowbind Talent [True Blood Mail] Lv1 Additional Attributes Rarity: ★★★★★ (True Rune)
27412;Blood Raider Normal Rune;+ Reaper Bloodwind Talent [True Tearing Gale] Lv1 Additional Attributes Rarity: ★★★★★ (True Rune)
26462;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Ballistic] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26463;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Shadehowl] Lv1 Additional Attributes Rarity: ★★★★☆
26464;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Crimson Vortex] Lv1 Additional Attributes Rarity: ★★★☆☆
26465;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Hostility] Lv1 Additional Attributes Rarity: ★★★★★
26466;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Tempest of Blades] Lv1 Additional Attributes Rarity: ★★★★★
26467;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Windthorn] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26468;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Gale Rip] Lv1 Additional Attributes Rarity: ★★☆☆☆
26469;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Wind Dancer] Lv1 Additional Attributes Rarity: ★★★☆☆
26470;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Zephyr] Lv1 Additional Attributes Rarity: ★★★★☆
26471;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Blocking Skill] Lv1 Additional Attributes Rarity: ★★★☆☆
26472;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Cursed Touch] Lv1 Additional Attributes Rarity: ★★★★★
26473;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Life Swap] Lv1 Additional Attributes Rarity: ★★★★★
26474;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Melee Chill] Lv1 Additional Attributes Rarity: ★★★★★
26475;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Wind Strider] Lv1 Additional Attributes Rarity: ★★★★☆
26476;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Shadow Miasma] Lv1 Additional Attributes Rarity: ★★★☆☆
26477;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Cyclone] Lv1 Additional Attributes Rarity: ★★★☆☆
26478;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Blood Frenzy] Lv1 Additional Attributes Rarity: ★★★★☆
26479;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Plunderer] Lv1 Additional Attributes Rarity: ★★★☆☆
26480;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Blood Mail] Lv1 Additional Attributes Rarity: ★★★★★
26481;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Rending Gale] Lv1 Additional Attributes Rarity: ★★★☆☆
26482;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Epitome] Lv1 Additional Attributes Rarity: ★★★☆☆
26483;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Bloodbrawl Fury] Lv1 Additional Attributes Rarity: ★★★★☆
26484;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Bloodboil] Lv1 Additional Attributes Rarity: ★★★☆☆
26485;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Blood Consume] Lv1 Additional Attributes Rarity: ★★☆☆☆
26486;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Blood Blast] Lv1 Additional Attributes Rarity: ★★★★☆
26487;Blood Raider Advanced Rune;+ Reaper Bloodbrawl Talent [Blood Puring] Lv1  Additional Attributes Rarity: ★☆☆☆☆
26488;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Sanguine Armor] Lv1 Additional Attributes Rarity: ★☆☆☆☆
26489;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Blood Surge] Lv1 Additional Attributes Rarity: ★★★☆☆
26490;Blood Raider Advanced Rune;+ Reaper Bloodwind Talent [Dark Void] Lv1 Additional Attributes Rarity: ★★★★★
26491;Blood Raider Advanced Rune;+ Reaper Shadowbind Talent [Shadewrath] Lv1 Additional Attributes Rarity: ★☆☆☆☆
